rxcui,name,synonym,tty,language,suppress,umlscui,psn
2735125,levorphanol tartrate 2 MG Oral Tablet [Xyvona],Xyvona 2 MG Oral Tablet,SBD,ENG,N,,
2738427,levorphanol tartrate 3 MG Oral Tablet [Xyvona],Xyvona 3 MG Oral Tablet,SBD,ENG,N,,
197873,levorphanol tartrate 2 MG Oral Tablet,,SCD,ENG,N,,
2058845,levorphanol tartrate 3 MG Oral Tablet,,SCD,ENG,N,,
