rxcui,name,synonym,tty,language,suppress,umlscui,psn
106500,alfentanil 5 MG/ML Injectable Solution,alfentanil (as alfentanil hydrochloride) 5 MG/ML Injectable Solution,SCD,ENG,N,,
1723206,2 ML alfentanil 0.5 MG/ML Injection,alfentanil (as alfentanil HCl) 500 MCG/ML in 2 ML Injection,SCD,ENG,N,,
1723210,5 ML alfentanil 0.5 MG/ML Injection,alfentanil (as alfentanil HCl) 500 MCG/ML in 5 ML Injection,SCD,ENG,N,,
