rxcui,name,synonym,tty,language,suppress,umlscui,psn
1244638,methohexital sodium 50 MG/ML Injectable Solution [Brevital],Brevital 50 MG/ML Injectable Solution,SBD,ENG,N,,
1244233,methohexital sodium 50 MG/ML Injectable Solution,,SCD,ENG,N,,
